# origin figures (bytes) — captured by scripts/run.sh (CAPTURE=1).
# The device reads measurements/Baseline.csv as its frozen baseline and reports current-minus-Baseline.
flash_text,361640
flash_data,640
static_bss,117688
heap_used,4440
mbedtls_peak,21336
mbedtls_free,11432
lwip_mem_free,7576
lwip_pbufs_free,13
stack_log,568
stack_service,788
stack_harness,2848
