# aes-gcm figures (bytes) — captured by scripts/run.sh (CAPTURE=1).
# The device reads measurements/Baseline.csv as its frozen baseline and reports current-minus-Baseline.
flash_text,363440
flash_data,656
static_bss,150072
heap_used,4440
mbedtls_peak,37156
mbedtls_free,19164
lwip_mem_free,7576
lwip_pbufs_free,13
stack_log,800
stack_service,3820
stack_harness,2848
