# file-store figures (bytes) — captured by scripts/run.sh (CAPTURE=1).
# The device reads measurements/Baseline.csv as its frozen baseline and reports current-minus-Baseline.
flash_text,361252
flash_data,632
static_bss,117652
heap_used,4440
mbedtls_peak,21276
mbedtls_free,11492
lwip_mem_free,7576
lwip_pbufs_free,14
stack_log,568
stack_service,788
stack_harness,2848
